MUX,Multan Intl,Multan,Pakistan,1629
WNS,Nawabshah,Nawabshah,Pakistan,5952
PJG,Panjgur,Panjgur,Pakistan,6124
PSI,Pasni,Pasni,Pakistan,7096
PEW,Peshawar Intl,Peshawar,Pakistan,289
UET,Quetta,Quetta,Pakistan,33
RYK,Sheikh Zayed,Rahim Yar Khan,Pakistan,4949
ISB,Chaklala,Islamabad,Pakistan,3890
RAZ,Rawalakot,Rawala Kot,Pakistan,8853
1RL,Point Roberts Airpark,Point Roberts,United States,6749
SKZ,Sukkur,Sukkur,Pakistan,816
SDT,Saidu Sharif,Saidu Sharif,Pakistan,5269
SUL,Sui,Sui,Pakistan,2183
BDN,Talhar,Talhar,Pakistan,4678
PZH,Zhob,Zhob,Pakistan,8936
BSR,Basrah Intl,Basrah,Iraq,8747
ALP,Aleppo Intl,Aleppo,Syria,2138
DAM,Damascus Intl,Damascus,Syria,3674
DEZ,Deir Zzor,Deire Zor,Syria,9339
LTK,Bassel Al Assad Intl,Latakia,Syria,8550
PMS,Palmyra,Palmyra,Syria,8366
DOH,Doha Intl,Doha,Qatar,9009
CIS,Canton,Canton Island,Kiribati,6986
ROP,Rota Intl,Rota,Northern Mariana Islands,4077
SPN,Francisco C Ada Saipan Intl,Saipan,Northern Mariana Islands,1687
UAM,Andersen Afb,Andersen,Guam,1229
GUM,Guam Intl,Agana,Guam,66
TIQ,Tinian Intl,West Tinian,Northern Mariana Islands,553
NSO,Scone Airport,Scone,Australia,277
MAJ,Marshall Islands Intl,Majuro,Marshall Islands,4110
KWA,Bucholz Aaf,Kwajalein,Marshall Islands,5686
CXI,Cassidy Intl,Kiritimati,Kiribati,1279
MDY,Midway Atoll,Midway,Midway Islands,3684
TKK,Chuuk Intl,Chuuk,Micronesia,6086
PNI,Pohnpei Intl,Pohnpei,Micronesia,9861
ROR,Babelthuap,Babelthuap,Palau,7827
KSA,Kosrae,Kosrae,Micronesia,1029
YAP,Yap Intl,Yap,Micronesia,6323
KNH,Shang Yi,Kinmen,Taiwan,9785
PIF,Pingtung South,Pingtung,Taiwan,3691
TTT,Fengnin,Fengnin,Taiwan,9523
GNI,Lyudao,Green Island,Taiwan,1445
KHH,Kaohsiung Intl,Kaohsiung,Taiwan,1785
CYI,Chiayi,Chiayi,Taiwan,6013
KYD,Lanyu,Lanyu,Taiwan,9689
RMQ,Ching Chuang Kang,Taichung,Taiwan,4249
CES,Cessnock Airport,Cessnock,Australia,666
TNN,Tainan,Tainan,Taiwan,8560
MZG,Magong,Makung,Taiwan,8859
TSA,Sungshan,Taipei,Taiwan,3752
TPE,Taoyuan Intl,Taipei,Taiwan,3741
WOT,Wang An,Wang An,Taiwan,6655
HUN,Hualien,Hualien,Taiwan,460
NRT,Narita Intl,Tokyo,Japan,9887
MMJ,Matsumoto,Matsumoto,Japan,8996
IBR,Hyakuri,Ibaraki,Japan,91
IWO,Iwo Jima,Iwojima,Japan,3551
SHM,Nanki Shirahama,Nanki-shirahama,Japan,9882
OBO,Obihiro,Obihiro,Japan,3753
CTS,New Chitose,Sapporo,Japan,7026
HKD,Hakodate,Hakodate,Japan,4668
SPK,Chitose,Chitose,Japan,8034
MMB,Memanbetsu,Memanbetsu,Japan,7647
SHB,Nakashibetsu,Nakashibetsu,Japan,5715
WKJ,Wakkanai,Wakkanai,Japan,2560
IKI,Iki,Iki,Japan,2308
UBJ,Yamaguchi Ube,Yamaguchi,Japan,8199
TSJ,Tsushima,Tsushima,Japan,2059
MBE,Monbetsu,Monbetsu,Japan,2782
AKJ,Asahikawa,Asahikawa,Japan,3338
OIR,Okushiri,Okushiri,Japan,6180
RIS,Rishiri,Rishiri Island,Japan,9709
KUM,Yakushima,Yakushima,Japan,4831
FUJ,Fukue,Fukue,Japan,6292
FUK,Fukuoka,Fukuoka,Japan,2356
TNE,New Tanegashima,Tanegashima,Japan,84
KOJ,Kagoshima,Kagoshima,Japan,4491
KMI,Miyazaki,Miyazaki,Japan,6727
OIT,Oita,Oita,Japan,7263
KKJ,New Kitakyushu,Kitakyushu,Japan,8723
KMJ,Kumamoto,Kumamoto,Japan,1893
NGS,Nagasaki,Nagasaki,Japan,5104
ASJ,Amami,Amami,Japan,2073
TKN,Tokunoshima,Tokunoshima,Japan,2339
KMQ,Komatsu,Kanazawa,Japan,3933
OKI,Oki,Oki Island,Japan,7514
TOY,Toyama,Toyama,Japan,4513
HIJ,Hiroshima,Hiroshima,Japan,889
OKJ,Okayama,Okayama,Japan,8779
IZO,Izumo,Izumo,Japan,6449
YGJ,Yonago Kitaro,Miho,Japan,5318
KCZ,Kochi,Kochi,Japan,7990
MYJ,Matsuyama,Matsuyama,Japan,5551
ITM,Osaka Intl,Osaka,Japan,6446
TTJ,Tottori,Tottori,Japan,895
TKS,Tokushima,Tokushima,Japan,8771
TAK,Takamatsu,Takamatsu,Japan,1406
AOJ,Aomori,Aomori,Japan,1296
GAJ,Yamagata,Yamagata,Japan,2828
HNA,Hanamaki,Hanamaki,Japan,2702
AXT,Akita,Akita,Japan,5229
MSJ,Misawa Ab,Misawa,Japan,8459
SDJ,Sendai,Sendai,Japan,4897
LKS,Sazena,Sazena,Czech Republic,6035
HAC,Hachijojima,Hachijojima,Japan,1971
OIM,Oshima,Oshima,Japan,3048
HND,Tokyo Intl,Tokyo,Japan,4129
OKO,Yokota Ab,Yokota,Japan,4837
KWJ,Gwangju,Kwangju,South Korea,2518
RSU,Yeosu,Yeosu,South Korea,5527
SHO,Sokcho,Sokch'o,South Korea,6800
KAG,Gangneung,Kangnung,South Korea,5705
MQB,Macomb Municipal Airport,Macomb,United States,5833
CJU,Jeju Intl,Cheju,South Korea,9269
PUS,Gimhae Intl,Busan,South Korea,4816
USN,Ulsan,Ulsan,South Korea,9566
SSN,Seoul Ab,Seoul East,South Korea,6797
OSN,Osan Ab,Osan,South Korea,7634
GMP,Gimpo,Seoul,South Korea,5237
KPO,Pohang,Pohang,South Korea,9394
TAE,Daegu Ab,Taegu,South Korea,6905
YEC,Yecheon,Yechon,South Korea,6583
OKA,Naha,Okinawa,Japan,8294
DNA,Kadena Ab,Kadena,Japan,3359
ISG,Ishigaki,Ishigaki,Japan,7062
UEO,Kumejima,Kumejima,Japan,4649
MMD,Minami Daito,Minami Daito,Japan,5564
MMY,Miyako,Miyako,Japan,5332
KTD,Kitadaito,Kitadaito,Japan,7363
SHI,Shimojishima,Shimojishima,Japan,8933
RNJ,Yoron,Yoron,Japan,102
OGN,Yonaguni,Yonaguni Jima,Japan,9237
MNL,Ninoy Aquino Intl,Manila,Philippines,9888
MYP,Mary Airport,Mary,Turkmenistan,9133
CBO,Cotabato,Cotabato,Philippines,3480
CGY,Cagayan De Oro,Ladag,Philippines,8646
PAG,Pagadian,Pagadian,Philippines,205
ZAM,Zamboanga Intl,Zamboanga,Philippines,6663
BAG,Baguio,Baguio,Philippines,2568
TAC,Daniel Z Romualdez,Tacloban,Philippines,2247
BCD,Bacolod,Bacolod,Philippines,6197
GEN,Gardermoen Airport,Oslo,Norway,5660
DGT,Dumaguete,Dumaguete,Philippines,11
ILO,Iloilo,Iloilo,Philippines,5208
KLO,Kalibo,Kalibo,Philippines,9753
AUW,Wausau Downtown Airport,Wausau,United States,9317
PPS,Puerto Princesa,Puerto Princesa,Philippines,6698
SJI,Antique,San Jose,Philippines,4715
COC,Comodoro Pierrestegui,Concordia,Argentina,1681
GHU,Gualeguaychu,Gualeguaychu,Argentina,3120
PRA,General Urquiza,Parana,Argentina,7332
ROS,Rosario,Rosario,Argentina,7869
SFN,Sauce Viejo,Santa Fe,Argentina,7774
AEP,Aeroparque Jorge Newbery,Buenos Aires,Argentina,7685
COR,Ambrosio L V Taravella,Cordoba,Argentina,64
LPG,La Plata,La Plata,Argentina,9575
MDZ,El Plumerillo,Mendoza,Argentina,5014
LGS,Malargue,Malargue,Argentina,9491
AFA,San Rafael,San Rafael,Argentina,7054
CTC,Catamarca,Catamarca,Argentina,7457
SDE,Santiago Del Estero,Santiago Del Estero,Argentina,9574
IRJ,La Rioja,La Rioja,Argentina,6739
TUC,Teniente Benjamin Matienzo,Tucuman,Argentina,997
UAQ,San Juan,San Julian,Argentina,31
RCU,Rio Cuarto Area De Material,Rio Cuarto,Argentina,412
VDR,Villa Dolores,Villa Dolores,Argentina,9616
LUQ,San Luis,San Luis,Argentina,7844
CNQ,Corrientes,Corrientes,Argentina,176
RES,Resistencia,Resistencia,Argentina,534
FMA,Formosa,Formosa,Argentina,5160
IGR,Cataratas Del Iguazu,Iguazu Falls,Argentina,2068
AOL,Paso De Los Libres,Paso De Los Libres,Argentina,4704
PSS,Posadas,Posadas,Argentina,963
SLA,Salta,Salta,Argentina,8842
JUJ,Jujuy,Jujuy,Argentina,8672
ORA,Oran,Oran,Argentina,5815
C47,Portage Municipal Airport,Portage,United States,3908
EHL,El Bolson,El Bolson,Argentina,9116
CRD,Comodoro Rivadavia,Comodoro Rivadavia,Argentina,9752
EQS,Esquel,Esquel,Argentina,462
REL,Almirante Zar,Trelew,Argentina,699
VDM,Gobernador Castello,Viedma,Argentina,6154
PMY,El Tehuelche,Puerto Madryn,Argentina,2346
PUD,Puerto Deseado,Puerto Deseado,Argentina,3428
RGA,Rio Grande,Rio Grande,Argentina,363
RGL,Rio Gallegos,Rio Gallegos,Argentina,1341
USH,Ushuaia Malvinas Argentinas,Ushuaia,Argentina,6710
ULA,San Julian,San Julian,Argentina,3098
PMQ,Perito Moreno,Perito Moreno,Argentina,4445
RZA,Santa Cruz,Santa Cruz,Argentina,34
BHI,Comandante Espora,Bahia Blanca,Argentina,6758
IWD,Gogebic Iron County Airport,Ironwood,United States,7186
MDQ,Mar Del Plata,Mar Del Plata,Argentina,7159
NQN,Presidente Peron,Neuquen,Argentina,2190
MCD,Mackinac Island Airport,Mackinac Island,United States,8673
RSA,Santa Rosa,Santa Rosa,Argentina,2852
BRC,San Carlos De Bariloche,San Carlos De Bariloche,Argentina,2358
TDL,Tandil,Tandil,Argentina,6266
VLG,Villa Gesell,Villa Gesell,Argentina,3417
CPC,Aviador C Campos,San Martin Des Andes,Argentina,2500
CDJ,Conceicao Do Araguaia,Conceicao Do Araguaia,Brazil,8813
AQA,Araraquara,Araracuara,Brazil,6134
AJU,Santa Maria,Aracaju,Brazil,1239
AFL,Alta Floresta,Alta Floresta,Brazil,1614
ARU,Aracatuba,Aracatuba,Brazil,6222
BEL,Val De Cans Intl,Belem,Brazil,3027
BGX,Comandante Gustavo Kraemer,Bage,Brazil,7416
PLU,Pampulha Carlos Drummond De Andrade,Belo Horizonte,Brazil,8404
BFH,Bacacheri,Curitiba,Brazil,6611
BSB,Presidente Juscelino Kubitschek,Brasilia,Brazil,8240
BAU,Bauru,Bauru,Brazil,3069
BVB,Boa Vista,Boa Vista,Brazil,9745
CAC,Cascavel,Cascavel,Brazil,7548
CNF,Tancredo Neves Intl,Belo Horizonte,Brazil,3905
CGR,Campo Grande,Campo Grande,Brazil,2696
XAP,Chapeco,Chapeco,Brazil,3462
CLN,Carolina,Carolina,Brazil,2342
CCM,Forquilhinha,Criciuma,Brazil,1006
CAW,Bartolomeu Lisandro,Campos,Brazil,8100
CMG,Corumba Intl,Corumba,Brazil,1115
CWB,Afonso Pena,Curitiba,Brazil,3773
CRQ,Caravelas,Caravelas,Brazil,6190
CXJ,Campo Dos Bugres,Caxias Do Sul,Brazil,1875
CGB,Marechal Rondon,Cuiaba,Brazil,4818
CZS,Cruzeiro do Sul,Cruzeiro do Sul,Brazil,3562
PPB,Presidente Prudente,President Prudente,Brazil,5675
MAO,Eduardo Gomes Intl,Manaus,Brazil,6296
IGU,Cataratas Intl,Foz Do Iguacu,Brazil,1775
FLN,Hercilio Luz,Florianopolis,Brazil,8346
FEN,Fernando De Noronha,Fernando Do Noronha,Brazil,4393
FOR,Pinto Martins Intl,Fortaleza,Brazil,4738
GIG,Galeao Antonio Carlos Jobim,Rio De Janeiro,Brazil,981
GYN,Santa Genoveva,Goiania,Brazil,356
GRU,Guarulhos Gov Andre Franco Montouro,Sao Paulo,Brazil,5089
ATM,Altamira,Altamira,Brazil,508
IOS,Ilheus,Ilheus,Brazil,6602
IPN,Usiminas,Ipatinga,Brazil,606
IMP,Prefeito Renato Moreira,Imperatriz,Brazil,2894
JDF,Francisco De Assis,Juiz De Fora,Brazil,5171
JPA,Presidente Castro Pinto,Joao Pessoa,Brazil,9235
JOI,Lauro Carneiro De Loyola,Joinville,Brazil,1370
CPV,Presidente Joao Suassuna,Campina Grande,Brazil,5001
VCP,Viracopos,Campinas,Brazil,5904
LIP,Lins,Lins,Brazil,2926
LDB,Londrina,Londrina,Brazil,9658
LAZ,Bom Jesus Da Lapa,Bom Jesus Da Lapa,Brazil,3496
MAB,Maraba,Maraba,Brazil,7295
MGF,Regional De Maringa Silvio Name Junior,Maringa,Brazil,8410
MOC,Mario Ribeiro,Montes Claros,Brazil,3387
GRM,Grand Marais Cook County Airport,Grand Marais,United States,8113
MCZ,Zumbi Dos Palmares,Maceio,Brazil,1569
MCP,Macapa,Macapa,Brazil,5665
MNX,Manicore,Manicore,Brazil,3983
NVT,Ministro Victor Konder Intl,Navegantes,Brazil,9982
GEL,Santo Angelo,Santo Angelo,Brazil,6741
NAT,Augusto Severo,Natal,Brazil,9443
POA,Salgado Filho,Porto Alegre,Brazil,7962
POO,Pocos De Caldas,Pocos De Caldas,Brazil,8777
PFB,Lauro Kurtz,Passo Fundo,Brazil,3934
PET,Pelotas,Pelotas,Brazil,6338
PNZ,Senador Nilo Coelho,Petrolina,Brazil,2085
PNB,Porto Nacional,Porto Nacional,Brazil,2761
PMG,Ponta Pora,Ponta Pora,Brazil,2628
PVH,Governador Jorge Teixeira De Oliveira,Porto Velho,Brazil,397
NPZ,Porter County Municipal Airport,Valparaiso,United States,5720
RBR,PlÃ¡cido de Castro,Rio Branco,Brazil,4599
REC,Guararapes Gilberto Freyre Intl,Recife,Brazil,1652
RIG,Rio Grande,Rio Grande,Brazil,1235
SDU,Santos Dumont,Rio De Janeiro,Brazil,5630
RAO,Leite Lopes,Ribeirao Preto,Brazil,5252
STU,Santa Cruz,Rio De Janeiro,Brazil,1502
SJK,Professor Urbano Ernesto Stumpf,Sao Jose Dos Campos,Brazil,775
SLZ,Marechal Cunha Machado Intl,Sao Luis,Brazil,553
CGH,Congonhas,Sao Paulo,Brazil,6971
SJP,Sao Jose Do Rio Preto,Sao Jose Do Rio Preto,Brazil,1821
SSZ,Base Aerea De Santos,Santos,Brazil,313
SSA,Deputado Luis Eduardo Magalhaes,Salvador,Brazil,6948
TMT,Trombetas,Oriximina,Brazil,7438
THE,Senador Petronio Portella,Teresina,Brazil,4690
TFF,Tefe,Tefe,Brazil,582
TBT,Tabatinga,Tabatinga,Brazil,5152
TUR,Tucurui,Tucurui,Brazil,991
PAV,Paulo Afonso,Paulo Alfonso,Brazil,1040
URG,Rubem Berta,Uruguaiana,Brazil,9363
UDI,Ten Cel Av Cesar Bombonato,Uberlandia,Brazil,2209
UBA,Uberaba,Uberaba,Brazil,1199
VAG,Major Brigadeiro Trompowsky,Varginha,Brazil,1359
BVH,Vilhena,Vilhena,Brazil,1725
VIX,Goiabeiras,Vitoria,Brazil,1365
QPS,Campo Fontenelle,Piracununga,Brazil,145
ARI,Chacalluta,Arica,Chile,82
BBA,Balmaceda,Balmaceda,Chile,2796
CCH,Chile Chico,Chile Chico,Chile,8585
CJC,El Loa,Calama,Chile,1830
PUQ,Carlos Ibanez Del Campo Intl,Punta Arenas,Chile,1077
GXQ,Teniente Vidal,Coyhaique,Chile,7050
IQQ,Diego Aracena Intl,Iquique,Chile,7839
SCL,Arturo Merino Benitez Intl,Santiago,Chile,486
ANF,Cerro Moreno Intl,Antofagasta,Chile,8948
LSQ,Maria Dolores,Los Angeles,Chile,1308
CCP,Carriel Sur Intl,Concepcion,Chile,8988
IPC,Mataveri Intl,Easter Island,Chile,9857
ZOS,Canal Bajo Carlos Hott Siebert,Osorno,Chile,1574
LSC,La Florida,La Serena,Chile,2192
ZCO,Maquehue,Temuco,Chile,1435
PMC,El Tepual Intl,Puerto Montt,Chile,2752
WCH,Chaiten,Chaiten,Chile,2336
ZAL,Pichoy,Valdivia,Chile,6800
ATF,Chachoan,Ambato,Ecuador,728
OCC,Francisco De Orellana,Coca,Ecuador,7947
CUE,Mariscal Lamar,Cuenca,Ecuador,5444
GPS,Seymour,Galapagos,Ecuador,395
GYE,Jose Joaquin De Olmedo Intl,Guayaquil,Ecuador,5830
XMS,Coronel E Carvajal,Macas,Ecuador,7766
MCH,General Manuel Serrano,Machala,Ecuador,7300
MEC,Eloy Alfaro Intl,Manta,Ecuador,1381
PVO,Reales Tamarindos,Portoviejo,Ecuador,9610
UIO,Mariscal Sucre Intl,Quito,Ecuador,25
SNC,General Ulpiano Paez,Salinas,Ecuador,7469
TPC,Tarapoa,Tarapoa,Ecuador,8817
TUA,Teniente Coronel Luis A Mantilla,Tulcan,Ecuador,3178
ASU,Silvio Pettirossi Intl,Asuncion,Paraguay,9684
AXM,El Eden,Armenia,Colombia,418
PUU,Tres De Mayo,Puerto Asis,Colombia,2598
BGA,Palonegro,Bucaramanga,Colombia,4289
BOG,Eldorado Intl,Bogota,Colombia,3976
BAQ,Ernesto Cortissoz,Barranquilla,Colombia,8971
BSC,Jose Celestino Mutis,Bahia Solano,Colombia,4020
BUN,Gerardo Tobar Lopez,Buenaventura,Colombia,8213
CUC,Camilo Daza,Cucuta,Colombia,506
CTG,Rafael Nunez,Cartagena,Colombia,9554
CLO,Alfonso Bonilla Aragon Intl,Cali,Colombia,876
TCO,La Florida,Tumaco,Colombia,1617
CZU,Las Brujas,Corozal,Colombia,5450
EJA,Yariguies,Barrancabermeja,Colombia,8893
FLA,Gustavo Artunduaga Paredes,Florencia,Colombia,2442
MXY,McCarthy Airport,McCarthy,United States,5844
GPI,Juan Casiano,Guapi,Colombia,6235
IBE,Perales,Ibague,Colombia,1746
IPI,San Luis,Ipiales,Colombia,9658
LET,Alfredo Vasquez Cobo,Leticia,Colombia,2137
EOH,Olaya Herrera,Medellin,Colombia,1437
MGN,Baracoa,Magangue,Colombia,7180
MTR,Los Garzones,Monteria,Colombia,9554
MVP,Fabio Alberto Leon Bentley,Mitu,Colombia,627
MZL,La Nubia,Manizales,Colombia,7920
NVA,Benito Salas,Neiva,Colombia,5517
OCV,Aguas Claras,Ocana,Colombia,7448
OTU,Otu,Otu,Colombia,2055
PCR,Puerto Carreno,Puerto Carreno,Colombia,8645
PEI,Matecana,Pereira,Colombia,6711
PPN,Guillermo Leon Valencia,Popayan,Colombia,5925
PSO,Antonio Narino,Pasto,Colombia,2870
PVA,El Embrujo,Providencia,Colombia,5676
MDE,Jose Maria Cordova,Rio Negro,Colombia,1737
RCH,Almirante Padilla,Rio Hacha,Colombia,5603
SJE,Jorge E Gonzalez Torres,San Jose Del Guaviare,Colombia,3901
SMR,Simon Bolivar,Santa Marta,Colombia,4733
ADZ,Gustavo Rojas Pinilla,San Andres Island,Colombia,828
SVI,Eduardo Falla Solano,San Vincente De Caguan,Colombia,4413
TME,Tame,Tame,Colombia,7735
AUC,Santiago Perez,Arauca,Colombia,6493
UIB,El Carano,Quibdo,Colombia,8926
ULQ,Farfan,Tulua,Colombia,9862
VUP,Alfonso Lopez Pumarejo,Valledupar,Colombia,3510
VVC,Vanguardia,Villavicencio,Colombia,7578
BJO,Bermejo,Bermejo,Bolivia,9074
CBB,Jorge Wilsterman,Cochabamba,Bolivia,6865
CIJ,Heroes Del Acre,Cobija,Bolivia,7791
LPB,El Alto Intl,La Paz,Bolivia,5441
POI,Capitan Nicolas Rojas,Potosi,Bolivia,4971
PSZ,Tte De Av Salvador Ogaya G,Puerto Suarez,Bolivia,2292
SRE,Juana Azurduy De Padilla,Sucre,Bolivia,6530
TJA,Capitan Oriel Lea Plaza,Tarija,Bolivia,2452
TDD,Tte Av Jorge Henrich Arauz,Trinidad,Bolivia,9064
VVI,Viru Viru Intl,Santa Cruz,Bolivia,5836
BYC,Yacuiba,Yacuiba,Bolivia,5044
PBM,Johan A Pengel Intl,Zandery,Suriname,625
CAY,Rochambeau,Cayenne,French Guiana,3477
SWD,Seward Airport,Seward,United States,8398
PCL,Cap Fap David Abenzur Rengifo Intl,Pucallpa,Peru,7295
CHM,Teniente Jaime A De Montreuil Morales,Chimbote,Peru,2240
CIX,Capt Jose A Quinones Gonzales Intl,Chiclayo,Peru,5699
AYP,Coronel Fap Alfredo Mendivil Duarte,Ayacucho,Peru,3365
ANS,Andahuaylas,Andahuaylas,Peru,6396
ATA,Comandante Fap German Arias Graziani,Anta,Peru,4685
LIM,Jorge Chavez Intl,Lima,Peru,9408
JJI,Juanjui,Juanjui,Peru,5169
JUL,Juliaca,Juliaca,Peru,8139
MGC,Michigan City Municipal Airport,Michigan City,United States,6105
TBP,Pedro Canga,Tumbes,Peru,2995
YMS,Moises Benzaquen Rengifo,Yurimaguas,Peru,1818
CHH,Chachapoyas,Chachapoyas,Peru,2139
IQT,Coronel Francisco Secada Vignetta Intl,Iquitos,Peru,5308
AQP,Rodriguez Ballon,Arequipa,Peru,3510
TRU,Capitan Carlos Martinez De Pinillos,Trujillo,Peru,9711
PIO,Pisco Intl,Pisco,Peru,7331
TPP,Cadete Guillermo Del Castillo Paredes,Tarapoto,Peru,8541
TCQ,Coronel Carlos Ciriani Santa Rosa Intl,Tacna,Peru,9721
PEM,Padre Aldamiz,Puerto Maldonado,Peru,9943
PIU,Capitan Fap Guillermo Concha Iberico,Piura,Peru,1787
TYL,Capitan Montes,Talara,Peru,7683
CUZ,Teniente Alejandro Velasco Astete Intl,Cuzco,Peru,1313
MVD,Carrasco Intl,Montevideo,Uruguay,9288
STY,Nueva Hesperides Intl,Salto,Uruguay,884
AGV,Oswaldo Guevara Mujica,Acarigua,Venezuela,5687
AAO,Anaco,Anaco,Venezuela,4839
BLA,General Jose Antonio Anzoategui Intl,Barcelona,Venezuela,686
BNS,Barinas,Barinas,Venezuela,8745
BRM,Barquisimeto Intl,Barquisimeto,Venezuela,8755
CBL,Ciudad Bolivar,Ciudad Bolivar,Venezuela,4571
CAJ,Canaima,Canaima,Venezuela,6391
CUP,General Jose Francisco Bermudez,Carupano,Venezuela,798
CZE,Jose Leonardo Chirinos,Coro,Venezuela,4555
CUM,Antonio Jose De Sucre,Cumana,Venezuela,1569
GUI,Guiria,Guiria,Venezuela,1246
GUQ,Guanare,Guanare,Venezuela,7767
LSP,Josefa Camejo,Paraguana,Venezuela,505
LFR,La Fria,La Fria,Venezuela,5848
MAR,La Chinita Intl,Maracaibo,Venezuela,5596
MRD,Alberto Carnevalli,Merida,Venezuela,794
PMV,Del Caribe Intl Gen Santiago Marino,Porlamar,Venezuela,818
CCS,Simon Bolivar Intl,Caracas,Venezuela,4653
MUN,Maturin,Maturin,Venezuela,8877
PYH,Casique Aramare,Puerto Ayacucho,Venezuela,2597
PBL,General Bartolome Salom Intl,Puerto Cabello,Venezuela,9652
PZO,General Manuel Carlos Piar,Guayana,Venezuela,1201
SVZ,San Antonio Del Tachira,San Antonio,Venezuela,8278
STD,Mayor Buenaventura Vivas,Santo Domingo,Venezuela,9019
SFH,Sub Teniente Nestor Arias,San Felipe,Venezuela,8374
SFD,San Fernando De Apure,San Fernando De Apure,Venezuela,4634
SOM,San Tome,San Tome,Venezuela,3558
STB,Santa Barbara Del Zulia,Santa Barbara,Venezuela,2845
TUV,Tucupita,Tucupita,Venezuela,7229
VLN,Arturo Michelena Intl,Valencia,Venezuela,6655
VLV,Dr Antonio Nicolas Briceno,Valera,Venezuela,285
VDP,Valle De La Pascua,Valle De La Pascua,Venezuela,4257
LTM,Lethem,Lethem,Guyana,2626
ANU,V C Bird Intl,Antigua,Antigua and Barbuda,593
BGI,Grantley Adams Intl,Bridgetown,Barbados,9286
DCF,Canefield,Canefield,Dominica,4004
DOM,Melville Hall,Dominica,Dominica,5519
FDF,Le Lamentin,Fort-de-france,Martinique,1758
SFG,Grand Case,St. Martin,Guadeloupe,3225
PTP,Le Raizet,Pointe-a-pitre,Guadeloupe,2663
GND,Point Salines Intl,Point Salines,Grenada,1449
STT,Cyril E King,St. Thomas,Virgin Islands,1056
STX,Henry E Rohlsen,St. Croix Island,Virgin Islands,1537
BQN,Rafael Hernandez,Aguadilla,Puerto Rico,4464
FAJ,Diego Jimenez Torres,Fajardo,Puerto Rico,1740
SIG,Fernando Luis Ribas Dominicci,San Juan,Puerto Rico,8171
MAZ,Eugenio Maria De Hostos,Mayaguez,Puerto Rico,7474
PSE,Mercedita,Ponce,Puerto Rico,898
SJU,Luis Munoz Marin Intl,San Juan,Puerto Rico,3211
SKB,Robert L Bradshaw,Basse Terre,Saint Kitts and Nevis,6814
SLU,George F L Charles,Castries,Saint Lucia,5122
UVF,Hewanorra Intl,Hewandorra,Saint Lucia,9579
AUA,Reina Beatrix Intl,Oranjestad,Aruba,5740
BON,Flamingo,Kralendijk,Netherlands Antilles,341
CUR,Hato,Willemstad,Netherlands Antilles,725
EUX,F D Roosevelt,Oranjestad,Netherlands Antilles,7137
SXM,Princess Juliana Intl,Philipsburg,Netherlands Antilles,5402
AXA,Wallblake,The Valley,Anguilla,2284
TAB,Crown Point,Scarborough,Trinidad and Tobago,7040
POS,Piarco,Port-of-spain,Trinidad and Tobago,5952
EIS,Terrance B Lettsome Intl,Tortola,British Virgin Islands,415
AET,Allakaket Airport,Allakaket,United States,6074
CIW,Canouan,Canouan Island,Saint Vincent and the Grenadines,7680
MQS,Mustique,Mustique,Saint Vincent and the Grenadines,1947
SVD,E T Joshua,Kingstown,Saint Vincent and the Grenadines,1884
ALA,Almaty,Alma-ata,Kazakhstan,2859
TSE,Astana Intl,Tselinograd,Kazakhstan,1868
DMB,Taraz,Dzhambul,Kazakhstan,2196
FRU,Manas,Bishkek,Kyrgyzstan,9062
OSS,Osh,Osh,Kyrgyzstan,9391
CIT,Shymkent,Chimkent,Kazakhstan,7402
YAK,Yakutat,Yakutat,United States,7848
URA,Uralsk,Uralsk,Kazakhstan,9479
PWQ,Pavlodar,Pavlodar,Kazakhstan,2668
PLX,Semipalatinsk,Semiplatinsk,Kazakhstan,303
AKX,Aktyubinsk,Aktyubinsk,Kazakhstan,2303
GYD,Heydar Aliyev,Baku,Azerbaijan,3606
YKS,Yakutsk,Yakutsk,Russia,6700
MJZ,Mirny,Mirnyj,Russia,1090
BQS,Ignatyevo,Blagoveschensk,Russia,2017
KHV,Novy,Khabarovsk,Russia,1962
MQT,Sawyer International Airport,Marquette,United States,8476
PVS,Provideniya Bay,Provideniya Bay,Russia,1369
GDX,Sokol,Magadan,Russia,4308
PWE,Pevek,Pevek,Russia,716
PKC,Yelizovo,Petropavlovsk,Russia,9081
UUS,Khomutovo,Yuzhno-sakhalinsk,Russia,5739
VVO,Knevichi,Vladivostok,Russia,6374
HTA,Kadala,Chita,Russia,912
BTK,Bratsk,Bratsk,Russia,7577
IKT,Irkutsk,Irkutsk,Russia,2148
UUD,Mukhino,Ulan-ude,Russia,1540
KBP,Boryspil Intl,Kiev,Ukraine,3188
DOK,Donetsk Intl,Donetsk,Ukraine,2242
DNK,Dnipropetrovsk Intl,Dnepropetrovsk,Ukraine,7809
SIP,Simferopol Intl,Simferopol,Ukraine,140
IEV,Zhuliany Intl,Kiev,Ukraine,2270
LWO,Lviv Intl,Lvov,Ukraine,3606
IMT,Ford Airport,Iron Mountain,United States,3394
ODS,Odesa Intl,Odessa,Ukraine,7066
LED,Pulkovo,St. Petersburg,Russia,8980
MMK,Murmansk,Murmansk,Russia,124
GME,Gomel,Gomel,Belarus,5909
VTB,Vitebsk,Vitebsk,Belarus,4051
KGD,Khrabrovo,Kaliningrad,Russia,4338
